id,customer_message,true_intent,pred_intent,intent_confidence,true_escalation,pred_escalation,escalation_reason,draft_reply,top_match_sim,top_match_text,judge_correctness,judge_groundedness,judge_voice,judge_avg,judge_verdict
188,Just updated to the most recent version of Spotify and it's working.,UNCLEAR_FEEDBACK,UNCLEAR_FEEDBACK,0.6389,ESCALATE,ESCALATE,"Intent 'UNCLEAR_FEEDBACK' involves private authentication, payments, or requires user clarification.","Could you provide a few more details about your device model, OS, and Spotify app version so our support team can take a closer look?",0.5204,iPhone I think the most recent version,5,5,5,5.0,PASS
189,. Hello I tried to update my payment card it still shows the same old card but already charged me two times from the new one,UNCLEAR_FEEDBACK,SUBSCRIPTION_BILLING,0.9034,ESCALATE,ESCALATE,"Intent 'SUBSCRIPTION_BILLING' involves private authentication, payments, or requires user clarification.",We'd like to look into this billing query directly. Please reach out to our team via private DM with your account email or visit spotify.com/account for direct support.,0.545,my card has been charged 3 times today by Spotify. How can I dispute these charges?,3,5,5,4.33,PASS
190,"The webplayer just continues to tell me ""Oops! Something went wrong, please try again"" when I try to log in. Please help!",UNCLEAR_FEEDBACK,ACCOUNT_LOGIN,0.363,ESCALATE,ESCALATE,"Intent 'ACCOUNT_LOGIN' involves private authentication, payments, or requires user clarification.","To protect your account details, please check spotify.com/password-reset or reach out to us via direct message so we can verify your account securely.",0.5442,"I´m cannot login. When i try my facebook accout show the message ""Oops! Something went wrong...",3,5,5,4.33,PASS
191,8.4.29.289 arm/7 is the spotify and im using a galaxy s6 fully updated only start happening yesterday been using it for a long time with no problems,UNCLEAR_FEEDBACK,UNCLEAR_FEEDBACK,0.5722,ESCALATE,ESCALATE,"Intent 'UNCLEAR_FEEDBACK' involves private authentication, payments, or requires user clarification.","Could you provide a few more details about your device model, OS, and Spotify app version so our support team can take a closer look?",0.423,"This is an Ad, has nothing to do with the version of Spotify Im using :)",5,5,5,5.0,PASS
192,", yes I logged out and back in. I also logged out, restarted, and logged back in, but this didn’t help.",UNCLEAR_FEEDBACK,UNCLEAR_FEEDBACK,0.6712,ESCALATE,ESCALATE,"Intent 'UNCLEAR_FEEDBACK' involves private authentication, payments, or requires user clarification.","Could you provide a few more details about your device model, OS, and Spotify app version so our support team can take a closer look?",0.6295,I've logged out/logged in and restarted my computer. Nothing is working.,5,5,5,5.0,PASS
193,I hate how my username is just a bunch of letters can y'all help a girl out and change it pleasee,UNCLEAR_FEEDBACK,ACCOUNT_LOGIN,0.774,ESCALATE,ESCALATE,"Intent 'ACCOUNT_LOGIN' involves private authentication, payments, or requires user clarification.","To protect your account details, please check spotify.com/password-reset or reach out to us via direct message so we can verify your account securely.",0.5088,how do i change my username? It’s a bunch of letters and numbers.,3,5,5,4.33,PASS
194,", I've spent almost 30 minutes trying to update my billing account between two devices and it won't update. Please help!",UNCLEAR_FEEDBACK,SUBSCRIPTION_BILLING,0.4906,ESCALATE,ESCALATE,"Intent 'SUBSCRIPTION_BILLING' involves private authentication, payments, or requires user clarification.",We'd like to look into this billing query directly. Please reach out to our team via private DM with your account email or visit spotify.com/account for direct support.,0.2917,I had a new card issued to me and I have been trying to update my billing on Spotify and it will not get past the continue button after I input all my info. Someone call me! I don’t want to stop my subscription #iLoveSpotify,3,4,5,4.0,PASS
195,Help! Is there a way I can desactivate this in line remote? I can't use my earphones :(,UNCLEAR_FEEDBACK,UNCLEAR_FEEDBACK,0.4698,ESCALATE,ESCALATE,"Intent 'UNCLEAR_FEEDBACK' involves private authentication, payments, or requires user clarification.","Could you provide a few more details about your device model, OS, and Spotify app version so our support team can take a closer look?",0.4783,"No, I'm only using earphones.",5,5,5,5.0,PASS
196,"I can’t send and invite to a family member to join my family premium plan, keeps sayin try again, please help",UNCLEAR_FEEDBACK,UNCLEAR_FEEDBACK,0.4263,ESCALATE,ESCALATE,"Intent 'UNCLEAR_FEEDBACK' involves private authentication, payments, or requires user clarification.","Could you provide a few more details about your device model, OS, and Spotify app version so our support team can take a closer look?",0.4797,how can i remove someone on my family premium plan?,5,5,5,5.0,PASS
197,please help! Dm me,UNCLEAR_FEEDBACK,UNCLEAR_FEEDBACK,0.8766,ESCALATE,ESCALATE,"Intent 'UNCLEAR_FEEDBACK' involves private authentication, payments, or requires user clarification.","Could you provide a few more details about your device model, OS, and Spotify app version so our support team can take a closer look?",1.0,PLEASE HELP ME!ON DM!,5,5,5,5.0,PASS
198,IPhone 7. Very odd? Consistent tonight. As per your request deleted old version & updated to new one?? Same issue. Maybe local to the phone but bloody awful to sort out playlist when pissed ✋🏼✋🏼👀👀,UNCLEAR_FEEDBACK,PLAYLIST_LIBRARY,0.9154,ESCALATE,ESCALATE,High customer distress or risk trigger detected in message.,"Could you provide a few more details about your device model, OS, and Spotify app version so our support team can take a closer look?",0.2678,how do i get the old version of this playlist back? the songs are now completely different.,3,4,5,4.0,PASS
199,"Didn't help. It's an issue with 2014 MBPs, they overheat when there is a fancy animation going on, happens on websites too.",UNCLEAR_FEEDBACK,UNCLEAR_FEEDBACK,0.8195,ESCALATE,ESCALATE,"Intent 'UNCLEAR_FEEDBACK' involves private authentication, payments, or requires user clarification.","Could you provide a few more details about your device model, OS, and Spotify app version so our support team can take a closer look?",0.5371,That didn't help...,5,5,5,5.0,PASS
200,Any ideas why when I open the mac app it keeps downloading the installer but on the second try it opens the app fine? 🤕,UNCLEAR_FEEDBACK,OFFLINE_SYNC,0.5737,ESCALATE,AUTO_HANDLE,Routine client-side resolution available with 57.4% confidence.,Please make sure your device is connected to active Wi-Fi and toggle Offline Mode off and on in Settings > Playback. Verify you have sufficient storage space available on your device.,0.2646,"open the app, all my previously downloaded songs need re-downloading? Why?",1,4,5,3.33,FAIL
